Company Name,Skills,Posted Date,Location,Job Type,Job Link
Bosch Ltd,"c   software development, c#, net framework, azure cloud deployment, unit testing frameworks, performance optimization, msi, storage, sql, odata, security, postgresql, windows installer, mqtt, oops, api, entity framework, ddd, messaging, linq, infrastructure, .net",Posted 2 days ago,Germany,C   and C# Developer_SDS_EIC1_,https://www.timesjobs.com/job-detail/c-and-c-developer-sds-eic1-bosch-ltd-germany-6-to-8-yrs-jobid-IqfQPDaoq0dzpSvf__PLUS__uAgZw==&source=srp
Bosch Ltd,"c   software development, c#, net framework, azure cloud deployment, unit testing frameworks, performance optimization, msi, storage, sql, odata, security, postgresql, windows installer, mqtt, oops, api, entity framework, ddd, messaging, linq, infrastructure, .net",Posted 2 days ago,Germany,C   and C# Developer_SDS_EIC1_,https://www.timesjobs.com/job-detail/c-and-c-developer-sds-eic1-bosch-ltd-germany-6-to-8-yrs-jobid-__SLASH__hbRRpvQgHJzpSvf__PLUS__uAgZw==&source=srp
Bosch Ltd,"oem customer development, commercial quotations analysis, receivable collection management, data updates coordination, knowledge of linear actuators, factory automation, motors, printing, hydraulics, industrial machinery, safety, mechatronics, manufacturing, machine tools",Posted 2 days ago,Pune,"IN_Bosch Rexroth India_Executive / Assistant Manager_Sales & Application - Linear Motion Technology, Pune",https://www.timesjobs.com/job-detail/in-bosch-rexroth-india-executive-assistant-manager-sales-application-linear-motion-technology-pune-bosch-ltd-pune-5-to-9-yrs-jobid-bWxlidF3KWlzpSvf__PLUS__uAgZw==&source=srp
Bosch Ltd,"oem customer development, commercial quotations analysis, receivable collection management, data updates coordination, knowledge of linear actuators, factory automation, motors, printing, hydraulics, industrial machinery, safety, mechatronics, manufacturing, machine tools",Posted 2 days ago,Pune,"IN_Bosch Rexroth India_Executive / Assistant Manager_Sales & Application - Linear Motion Technology, Pune",https://www.timesjobs.com/job-detail/in-bosch-rexroth-india-executive-assistant-manager-sales-application-linear-motion-technology-pune-bosch-ltd-pune-5-to-9-yrs-jobid-P8lIF5vZY5NzpSvf__PLUS__uAgZw==&source=srp
Bosch Ltd,"c# programming, , net framework, asp, net mvc, entity framework, agile development, css, bootstrap, jquery, asp.net, html, api, singleton, javascript, linq, forms",Posted 2 days ago,Germany,Dot net Architect_Healthcare,https://www.timesjobs.com/job-detail/dot-net-architect-healthcare-bosch-ltd-germany-8-to-11-yrs-jobid-g__PLUS__aZeIqiaD9zpSvf__PLUS__uAgZw==&source=srp
agsar paints pvt ltd and shri lakshmi steel suppliers,"customer needs assessment   sales consulting skills   product feature description   effective communication   problem solving mindset, sales executive, retail, sales consultant, build, brand awareness",Posted 2 days ago,"Madurai,  Chennai,  Trichy,  Tuticorin",Job Title Sales Executive (Posted 9 months ago) Job code : AGS001,https://www.timesjobs.com/job-detail/job-title-sales-executive-posted-9-months-ago-job-code-ags001-agsar-paints-pvt-ltd-and-shri-lakshmi-steel-suppliers-madurai-chennai-trichy-tuticorin-1-to-3-yrs-jobid-dqyvo5z3ZsVzpSvf__PLUS__uAgZw==&source=srp
agsar paints pvt ltd and shri lakshmi steel suppliers,"employee coaching, performance review, production records, quality assurance, communication skills, production assistant, production activities, scheduling, maintenance, chemical engineering",Posted 2 days ago,Tuticorin,Job Title Production Assistant (Posted 9 months ago) Job code : AGF001,https://www.timesjobs.com/job-detail/job-title-production-assistant-posted-9-months-ago-job-code-agf001-agsar-paints-pvt-ltd-and-shri-lakshmi-steel-suppliers-tuticorin-2-to-5-yrs-jobid-whN05qUZwbZzpSvf__PLUS__uAgZw==&source=srp
ADITYA BIRLA MANAGEMENT CORPORATION LTD,"sales target achievement, customer base development, financial analysis, competitor market analysis, customer feedback management, manager, sales volume, retail, promotional strategies, sales targets, payment collection",Posted 2 days ago,Hyderabad/Secunderabad,"Area Sales Manager - OTC Sales, Andhra Pradesh, Telengana",https://www.timesjobs.com/job-detail/area-sales-manager-otc-sales-andhra-pradesh-telengana-aditya-birla-management-corporation-ltd-hyderabad-secunderabad-5-to-10-yrs-jobid-STJtgf5Wzr5zpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Excellent customer service skills, Communication and interpersonal abilities, Organization and multitasking capabilities",Posted 2 days ago,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad","""Front Desk Officer""",https://www.timesjobs.com/job-detail/front-desk-officer-sameer-namdep-kedari-ahmedabad-bengaluru-bangalore-chennai-delhi-hyderabad-secunderabad-2-to-7-yrs-jobid-RrKG6IFOrepzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Administrative Manager, Leadership, Organization, Communication, Time management, Problem-solving, Budget management",3 days ago,"Mumbai,  Anantnag,  Budgam,  Kathua,  Udhampur",Administrative Manager,https://www.timesjobs.com/job-detail/administrative-manager-sameer-namdep-kedari-mumbai-anantnag-budgam-kathua-udhampur-5-to-10-yrs-jobid-eBx7qdjgN__SLASH__ZzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Inventory management, Record-keeping, Order picking and packing, Organization, Time management, Communication, Teamwork",3 days ago,"Pune,  Bhavnagar,  Gandhidham,  Rajkot,  Valsad -Vapi",Store Keeper/Warehouse Assistant,https://www.timesjobs.com/job-detail/store-keeper-warehouse-assistant-sameer-namdep-kedari-pune-bhavnagar-gandhidham-rajkot-valsad-vapi-4-to-9-yrs-jobid-BWJzRys__SLASH__kuhzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Process Manager, Report and procedure writing skills., Excellent analytical and troubleshooting skills.",4 days ago,"Ahmedabad,  Muzaffarpur,  Bilaspur,  Panjim/Panaji,  Vasco Da Gama",Process Manager,https://www.timesjobs.com/job-detail/process-manager-sameer-namdep-kedari-ahmedabad-muzaffarpur-bilaspur-panjim-panaji-vasco-da-gama-4-to-9-yrs-jobid-HAZUrvAjQl9zpSvf__PLUS__uAgZw==&source=srp
www.webskyindia.com,"article submission, link exchange, directory submission, blog submission, press, content optimization",5 days ago,Patna,SEO EXECUTIVE,https://www.timesjobs.com/job-detail/seo-executive-www-webskyindia-com-patna-0-to-3-yrs-jobid-DlgM1Mk40OVzpSvf__PLUS__uAgZw==&source=srp
www.webskyindia.com,"dreamweaver, website, brochures, director, photoshop, designing, xhtml, e-learning, html / dhtml, flash mx, web designing, flash, illustrator",5 days ago,Patna,Web Designer,https://www.timesjobs.com/job-detail/web-designer-www-webskyindia-com-patna-0-to-3-yrs-jobid-147JYAjuQNNzpSvf__PLUS__uAgZw==&source=srp
www.webskyindia.com,"css, ajax, java, xml, php, mysql, html, smarty, website development",5 days ago,Patna,PHP Programmer,https://www.timesjobs.com/job-detail/php-programmer-www-webskyindia-com-patna-0-to-3-yrs-jobid-oXPdi__SLASH__skvXJzpSvf__PLUS__uAgZw==&source=srp
ADAL IMMIGRATIONS LLP,"warehouse manager, Warehouse Logistics, warehouse executive, Warehouse Supervisor, Warehouse Assistant",5 days ago,Singapore,Warehouse  Manager Job In  SINGAPORE,https://www.timesjobs.com/job-detail/warehouse-manager-job-in-singapore-adal-immigrations-llp-singapore-5-to-10-yrs-jobid-eMciDdcl7PFzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Clean driving record, Dependability, Able to pass random drug tests",5 days ago,"Pune,  Andaman & Nicobar,  Chandigarh,  Dadra & Nagar Haveli - Silvassa,  Daman & Diu",Truck Driver,https://www.timesjobs.com/job-detail/truck-driver-sameer-namdep-kedari-pune-andaman-nicobar-chandigarh-dadra-nagar-haveli-silvassa-daman-diu-2-to-7-yrs-jobid-nGLSN0KLXulzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Demonstrates project management and problem-solving skills., Manages all warehouse associates",5 days ago,"Gurgaon,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida",Warehouse Supervisor,https://www.timesjobs.com/job-detail/warehouse-supervisor-sameer-namdep-kedari-gurgaon-hyderabad-secunderabad-kolkata-mumbai-noida-greater-noida-5-to-10-yrs-jobid-5Bc0tSkccpBzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Collaborates with colleagues and has excellent social skills, Demonstrates advanced written and verbal communication skills.",5 days ago,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",Warehouse Coordinator,https://www.timesjobs.com/job-detail/warehouse-coordinator-sameer-namdep-kedari-ahmedabad-bengaluru-bangalore-chennai-delhi-delhi-ncr-3-to-8-yrs-jobid-Eu6HDZvJsGVzpSvf__PLUS__uAgZw==&source=srp
Sunil,"Warehouse Management, Warehouse Logistics, Supply Chain Management, business analyst, Procurement, Inventory, Vendor Management, Materials Management, Goods Receipt, Erp",6 days ago,"Adilabad,  Anantapur,  Chittoor,  Cuddapah,  Guntakal",Warehouse Logistics,https://www.timesjobs.com/job-detail/warehouse-logistics-sunil-adilabad-anantapur-chittoor-cuddapah-guntakal-2-to-7-yrs-jobid-TlBdA18U7D5zpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Strong attention to detail and organizational skills., Basic math skills for inventory and order accuracy., Ability to work in a physically demanding environment",6 days ago,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",Warehouse Worker,https://www.timesjobs.com/job-detail/warehouse-worker-sameer-namdep-kedari-ahmedabad-bengaluru-bangalore-chennai-delhi-delhi-ncr-2-to-7-yrs-jobid-iD__PLUS__RUaKRXVxzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Skilled in analyzing information, Ability to multitask on a team and alone, Proficient in schedule and report creation",6 days ago,"Delhi/NCR,  Gurgaon,  Noida/Greater Noida,  Saharanpur,  Varanasi / Banaras",Warehouse Operations Manager,https://www.timesjobs.com/job-detail/warehouse-operations-manager-sameer-namdep-kedari-delhi-ncr-gurgaon-noida-greater-noida-saharanpur-varanasi-banaras-4-to-9-yrs-jobid-RLu5rZUMhL1zpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Proficient with computers, Understanding of safety rules, Strong leadership and management skills",6 days ago,"Chennai,  Delhi,  Dehradun,  Haldwani,  Haridwar",Warehouse Manager,https://www.timesjobs.com/job-detail/warehouse-manager-sameer-namdep-kedari-chennai-delhi-dehradun-haldwani-haridwar-4-to-9-yrs-jobid-LMC6v__PLUS__A5uTRzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Forklift Operator, Attention to detail., Ability to lift 50 pounds., Ability to perform basic math.",6 days ago,"Ahmedabad,  Bengaluru / Bangalore,  Nainital,  Roorkee,  Rudrapur",Forklift Operator,https://www.timesjobs.com/job-detail/forklift-operator-sameer-namdep-kedari-ahmedabad-bengaluru-bangalore-nainital-roorkee-rudrapur-2-to-7-yrs-jobid-PFMKWrcD5MdzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Strong communication skills, Analyzing sales data, Presentation skills, Developing budgets",6 days ago,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Delhi/NCR",Sales Manager II,https://www.timesjobs.com/job-detail/sales-manager-ii-sameer-namdep-kedari-ahmedabad-bengaluru-bangalore-chennai-delhi-delhi-ncr-5-to-10-yrs-jobid-jSk8L4xIy6RzpSvf__PLUS__uAgZw==&source=srp
Hunphun Awungshi Wungreichon,"Inventory Control, Procurement, Inventory",few days ago,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Mumbai,  Pune",CMMS Engineer - BOM,https://www.timesjobs.com/job-detail/cmms-engineer-bom-grace-consultant-ahmedabad-bengaluru-bangalore-chennai-mumbai-pune-1-to-6-yrs-jobid-OA1vqwj1qatzpSvf__PLUS__uAgZw==&source=srp
Sameer namdep Kedari,"Attention to detail., Excellent computer skills, especially typing., Prior administrative experience., Associates Degree in a related field.",few days ago,"Itanagar,  Bongaigaon,  Dhubri,  Dibrugarh,  Guwahati",Administrative Assistant,https://www.timesjobs.com/job-detail/administrative-assistant-sameer-namdep-kedari-itanagar-bongaigaon-dhubri-dibrugarh-guwahati-4-to-9-yrs-jobid-8H2r7XykfChzpSvf__PLUS__uAgZw==&source=srp
ADAL IMMIGRATIONS LLP,"warehouse manager, Warehouse Logistics, warehouse executive, Warehouse Supervisor, Warehouse Assistant",few days ago,Dubai,Warehouse  Manager Job In   DUBAI,https://www.timesjobs.com/job-detail/warehouse-manager-job-in-dubai-adal-immigrations-llp-dubai-4-to-8-yrs-jobid-zvaG3QXDuTNzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"tableau development, data visualization, data modeling, sql proficiency, agile methodology, business requirements, dashboards, use cases, tableau developer, data extraction, infrastructure",1 day ago,Mumbai,FP&A Business Execution - Reporting Transformation - C11 at Citi,https://www.timesjobs.com/job-detail/fp-a-business-execution-reporting-transformation-c11-at-citi-citibank-india-mumbai-4-to-5-yrs-jobid-zUbT6xqcDShzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"tableau development, data visualization, data modeling, sql proficiency, agile methodology, business requirements, dashboards, use cases, tableau developer, data extraction, infrastructure",1 day ago,Mumbai,FP&A Business Execution - Reporting Transformation - C11 at Citi,https://www.timesjobs.com/job-detail/fp-a-business-execution-reporting-transformation-c11-at-citi-citibank-india-mumbai-4-to-5-yrs-jobid-J7UunHxdHWxzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"java / jee development, microservices architecture, cloud based services, application systems analysis, strong analytical skills, j2ee, software engineering, middleware, oracle, java developer, written communication, application support",1 day ago,Chennai,Java Developer- 3-6Years-Chennai at Citi,https://www.timesjobs.com/job-detail/java-developer-3-6years-chennai-at-citi-citibank-india-chennai-3-to-6-yrs-jobid-YZCzKDAUdcJzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"java / jee development, microservices architecture, cloud based services, application systems analysis, strong analytical skills, j2ee, software engineering, middleware, oracle, java developer, written communication, application support",1 day ago,Chennai,Java Developer- 3-6Years-Chennai at Citi,https://www.timesjobs.com/job-detail/java-developer-3-6years-chennai-at-citi-citibank-india-chennai-3-to-6-yrs-jobid-tPEz8__SLASH____SLASH__ElUxzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"database performance tuning, oracle database security, cloud environments  ( aws / azure ), sql and pl / sql proficiency, data replication techniques, orchestration, docker, postgresql, linux, shell scripting, data structures, mongodb, python, rdbms, windows, infrastructure",1 day ago,Chennai,Oracle DBA Admin with PostgreSQL/MS-SQL/MongoDB-6-8Years- Chennai at Citi,https://www.timesjobs.com/job-detail/oracle-dba-admin-with-postgresql-ms-sql-mongodb-6-8years-chennai-at-citi-citibank-india-chennai-6-to-9-yrs-jobid-jfb__SLASH__FUweyR9zpSvf__PLUS__uAgZw==&source=srp
Citibank India,"database performance tuning, oracle database security, cloud environments  ( aws / azure ), sql and pl / sql proficiency, data replication techniques, orchestration, docker, postgresql, linux, shell scripting, data structures, mongodb, python, rdbms, windows, infrastructure",1 day ago,Chennai,Oracle DBA Admin with PostgreSQL/MS-SQL/MongoDB-6-8Years- Chennai at Citi,https://www.timesjobs.com/job-detail/oracle-dba-admin-with-postgresql-ms-sql-mongodb-6-8years-chennai-at-citi-citibank-india-chennai-6-to-9-yrs-jobid-N3SbEJE92s9zpSvf__PLUS__uAgZw==&source=srp
Citibank India,"loss forecasting techniques, regulatory compliance knowledge, econometric analysis experience, data analysis proficiency, team collaboration skills, risk modeling, recovery, financial services, risk control, econometrics, portfolio, risk analytics, risk management, credit risk, ccar",1 day ago,Mumbai,Regulatory Risk Analytics -Manager- C11 at Citi,https://www.timesjobs.com/job-detail/regulatory-risk-analytics-manager-c11-at-citi-citibank-india-mumbai-5-to-8-yrs-jobid-85eiUQliYORzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"loss forecasting techniques, regulatory compliance knowledge, econometric analysis experience, data analysis proficiency, team collaboration skills, risk modeling, recovery, financial services, risk control, econometrics, portfolio, risk analytics, risk management, credit risk, ccar",1 day ago,Mumbai,Regulatory Risk Analytics -Manager- C11 at Citi,https://www.timesjobs.com/job-detail/regulatory-risk-analytics-manager-c11-at-citi-citibank-india-mumbai-5-to-8-yrs-jobid-oTqXbgqhDbhzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"business risk management, control framework implementation, problem solving expertise, communication & diplomacy, operational risk analysis, sql, procedures, visual basic, sas, ms access",1 day ago,Mumbai,VP - Business Risk and Control - C13 at Citi,https://www.timesjobs.com/job-detail/vp-business-risk-and-control-c13-at-citi-citibank-india-mumbai-10-to-13-yrs-jobid-iwGd8aQ2hQRzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"business risk management, control framework implementation, problem solving expertise, communication & diplomacy, operational risk analysis, sql, procedures, visual basic, sas, ms access",1 day ago,Mumbai,VP - Business Risk and Control - C13 at Citi,https://www.timesjobs.com/job-detail/vp-business-risk-and-control-c13-at-citi-citibank-india-mumbai-10-to-13-yrs-jobid-oweobITRjBpzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"business risk management, analytical skills, project management, relationship building, compliance adherence, operational risk, risk control, analyst",1 day ago,Mumbai,AVP - Business Risk and Control - C12 at Citi,https://www.timesjobs.com/job-detail/avp-business-risk-and-control-c12-at-citi-citibank-india-mumbai-7-to-10-yrs-jobid-Zeuv6ZiU9odzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"business risk management, analytical skills, project management, relationship building, compliance adherence, operational risk, risk control, analyst",1 day ago,Mumbai,AVP - Business Risk and Control - C12 at Citi,https://www.timesjobs.com/job-detail/avp-business-risk-and-control-c12-at-citi-citibank-india-mumbai-7-to-10-yrs-jobid-sj8hlg4c2uRzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"core java expertise, jee development, cloud computing knowledge, problem solving skills, project management skills, hibernate, system analysis, spring, j2ee, debugging, multithreading, middleware, rdbms, mq, messaging, infrastructure",1 day ago,Chennai,Java Development Lead Credit Workflow Chennai at Citi,https://www.timesjobs.com/job-detail/java-development-lead-credit-workflow-chennai-at-citi-citibank-india-chennai-1-to-4-yrs-jobid-WGGVdhLe__PLUS__iZzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"core java expertise, jee development, cloud computing knowledge, problem solving skills, project management skills, hibernate, system analysis, spring, j2ee, debugging, multithreading, middleware, rdbms, mq, messaging, infrastructure",1 day ago,Chennai,Java Development Lead Credit Workflow Chennai at Citi,https://www.timesjobs.com/job-detail/java-development-lead-credit-workflow-chennai-at-citi-citibank-india-chennai-1-to-4-yrs-jobid-hwo7kJdb2ARzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"business risk analysis, control framework implementation, compliance risk management, communication and diplomacy, process improvement initiatives, sql, procedures, visual basic, sas, ms access",1 day ago,Mumbai,VP - Business Risk and Control - C13 at Citi,https://www.timesjobs.com/job-detail/vp-business-risk-and-control-c13-at-citi-citibank-india-mumbai-10-to-13-yrs-jobid-hyYdATIkiTBzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"risk management framework, communication and diplomacy, problem solving ability, data analysis techniques, operational risk awareness, sql, procedures, visual basic, sas, ms access",1 day ago,Mumbai,VP - Business Risk and Control - C13 at Citi,https://www.timesjobs.com/job-detail/vp-business-risk-and-control-c13-at-citi-citibank-india-mumbai-10-to-13-yrs-jobid-s7arF__SLASH__9gxldzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"corporate actions management, team leadership, risk mitigation, communication skills, process improvement, senior level, performance evaluation, processing, compensation",Posted 2 days ago,Pune,Sec & Derivatives Mgr at Citi,https://www.timesjobs.com/job-detail/sec-derivatives-mgr-at-citi-citibank-india-pune-5-to-8-yrs-jobid-JTUuR2__PLUS__ogQ9zpSvf__PLUS__uAgZw==&source=srp
Citibank India,"corporate actions management, team leadership, risk mitigation, communication skills, process improvement, senior level, performance evaluation, processing, compensation",Posted 2 days ago,Pune,Sec & Derivatives Mgr at Citi,https://www.timesjobs.com/job-detail/sec-derivatives-mgr-at-citi-citibank-india-pune-5-to-8-yrs-jobid-FlJB6WOr__PLUS__HFzpSvf__PLUS__uAgZw==&source=srp
Citibank India,"corporate actions management, team leadership, risk mitigation, communication skills, process improvement, senior level, performance evaluation, processing, compensation",Posted 2 days ago,Pune,Sec & Derivatives Mgr at Citi,https://www.timesjobs.com/job-detail/sec-derivatives-mgr-at-citi-citibank-india-pune-5-to-8-yrs-jobid-oc5sdvMtMntzpSvf__PLUS__uAgZw==&source=srp
TEKPILLAR SERVICES PRIVATE LIMITED,"Marketing, sales executive, area sales manager, territory sales executive, Sales, executive, CASA, B2B, B2C, Ecommerce, Business Development, Agency Sales, Team work",Posted 2 days ago,"Ahmedabad,  Anand,  Surat,  Vadodara,  Valsad -Vapi",Area Sales Manager,https://www.timesjobs.com/job-detail/area-sales-manager-tekpillar-services-private-limited-ahmedabad-anand-surat-vadodara-valsad-vapi-2-to-6-yrs-jobid-OwOCWjeuhpxzpSvf__PLUS__uAgZw==&source=srp
Kanak Counsultancy Services,"Debt collectors, Domestic BPO, BPO sales",Posted today,"Delhi,  Noida/Greater Noida",Domestic BPO Agent for collection process,https://www.timesjobs.com/job-detail/domestic-bpo-agent-for-collection-process-resume-7838882457-delhi-noida-greater-noida-0-to-2-yrs-jobid-dLBGvOJufwVzpSvf__PLUS__uAgZw==&source=srp
Kanak Counsultancy Services,"Collection process, Fresher, Collection Agent",Posted today,"Delhi,  Noida/Greater Noida",Domestic BPO Agent for collection process,https://www.timesjobs.com/job-detail/domestic-bpo-agent-for-collection-process-resume-7838882457-delhi-noida-greater-noida-1-to-2-yrs-jobid-Vi4bQCIfVD5zpSvf__PLUS__uAgZw==&source=srp
Kanak Counsultancy Services,"Australian Solar Campaign, International Telesales, International lead generation, Fresher, Telesales",1 day ago,Delhi,International BPO Lead Generation,https://www.timesjobs.com/job-detail/international-bpo-lead-generation-shristi-7838882457-resume-delhi-1-to-3-yrs-jobid-FfVm__PLUS__b3BgANzpSvf__PLUS__uAgZw==&source=srp
Kanak Counsultancy Services,"Australian Solar Campaign, International Telesales, International lead generation, Fresher",1 day ago,Delhi,Australian BPO Sales/ Pre Sales,https://www.timesjobs.com/job-detail/australian-bpo-sales-pre-sales-shristi-7838882457-resume-delhi-0-to-2-yrs-jobid-7nuREkvTVVJzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Process,1 day ago,Delhi/NCR,BPO Telesales,https://www.timesjobs.com/job-detail/bpo-telesales-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-z8JffDtVMntzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Process,1 day ago,Delhi/NCR,Tele Sales Executive,https://www.timesjobs.com/job-detail/tele-sales-executive-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-Ne__PLUS____PLUS__zxI3iIdzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Process,1 day ago,Delhi/NCR,Telecing/Telemarketing/Telesales Executive,https://www.timesjobs.com/job-detail/telecing-telemarketing-telesales-executive-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-V6uEWEurln9zpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Process,1 day ago,Delhi/NCR,"International BPO , US SHIFT",https://www.timesjobs.com/job-detail/international-bpo-us-shift-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-JS6bKCLZBZdzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,BPO,1 day ago,Delhi/NCR,International BPO Executive,https://www.timesjobs.com/job-detail/international-bpo-executive-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-Z__SLASH__9YIT3YH2pzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Calls,1 day ago,Delhi/NCR,BPO Sales Executive,https://www.timesjobs.com/job-detail/bpo-sales-executive-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-Jao__PLUS__TpfQnKVzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Outbound Calls,1 day ago,Delhi/NCR,INTERNATIONAL BPO /OUTBOUND LEAD GENERATION AND SALES PROCESS,https://www.timesjobs.com/job-detail/international-bpo-outbound-lead-generation-and-sales-process-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-jldSrS6__PLUS__hlhzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Tech Sales Associate,1 day ago,Delhi/NCR,Opening for Tech Sales Associate,https://www.timesjobs.com/job-detail/opening-for-tech-sales-associate-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-fTwFoJYxsNBzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,INTERNATIONAL BPO,1 day ago,Delhi/NCR,Senior Technical Sales Specialist,https://www.timesjobs.com/job-detail/senior-technical-sales-specialist-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-k8UnxM4hvz9zpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,INTERNATIONAL BPO,1 day ago,Delhi/NCR,US Tech Sales Associate Gurgaon,https://www.timesjobs.com/job-detail/us-tech-sales-associate-gurgaon-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-A0yFAlYezMtzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,INTERNATIONAL BPO,1 day ago,Delhi/NCR,Technical Sales Representative/ Female/Gurgaon,https://www.timesjobs.com/job-detail/technical-sales-representative-female-gurgaon-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-rPbj9__PLUS__ER5b5zpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Reservations,1 day ago,Delhi/NCR,"Urgent opening for ,Travel Agent  PPC Call",https://www.timesjobs.com/job-detail/urgent-opening-for-travel-agent-ppc-call-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-WVfse__SLASH__KWcPtzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,"Tourism, Holiday Packages",1 day ago,Delhi/NCR,"Travel Sales,Travel Sales Consultant/Travel Sales Advisors",https://www.timesjobs.com/job-detail/travel-sales-travel-sales-consultant-travel-sales-advisors-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-qx4zV0WiMLxzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,"Reservations, Flight, Us Tour Packages",1 day ago,Delhi/NCR,"Travel Sales Specialist,PPC Call",https://www.timesjobs.com/job-detail/travel-sales-specialist-ppc-call-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-C8oMyrH6fFxzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,Travel  Advisors,1 day ago,Delhi/NCR,"UK Tour Packages,/Travel Sales Advisors/US Sales",https://www.timesjobs.com/job-detail/uk-tour-packages-travel-sales-advisors-us-sales-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-e3n39pm5psxzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,"Flight, Sales",1 day ago,Delhi/NCR,Travel Sales Consultant / Inbound  Sales  Executive/US SHIFT,https://www.timesjobs.com/job-detail/travel-sales-consultant-inbound-sales-executive-us-shift-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-JzgjbEWZ5gxzpSvf__PLUS__uAgZw==&source=srp
sharda consultancy Services,"TRAVEL SALES, Travel Consultant, Holiday Packages / Travel Sales Executive",1 day ago,Delhi/NCR,Holiday Packages/Travel Sales Executive For Travel BPO,https://www.timesjobs.com/job-detail/holiday-packages-travel-sales-executive-for-travel-bpo-nandini-parashar-9773634524-delhi-ncr-1-to-6-yrs-jobid-wVS1MQpqsKBzpSvf__PLUS__uAgZw==&source=srp
